date,port,vessel_type,vessel_availability,open_vessel,availability_date,regional_vessel_supply,active_route_observations,avg_wait_hours,source,source_type
2022-03-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.88,1.69,2022-03-01,87.89615008152653,93,22.398172043010756,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-03-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.2,1.31,2022-03-01,57.55534586421115,31,18.40258064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-03-01,Visakhapatnam Port (Vizag),Capesize,4.24,0.99,2022-03-01,40.27806910107186,31,30.32709677419355,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-03-01,Visakhapatnam Port (Vizag),MR Tanker,5.67,1.39,2022-03-01,65.98950175274602,62,22.84225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-03-01,Visakhapatnam Port (Vizag),Panamax,6.83,1.66,2022-03-01,86.99345876895069,93,24.068602150537636,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Chennai Port,MR Tanker,6.72,1.63,2022-04-01,84.88770317937953,90,24.085222222222225,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Chennai Port,Panamax,5.6,1.38,2022-04-01,64.88540611475095,60,22.29866666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Chennai Port,Supramax,6.79,1.67,2022-04-01,86.23286528161047,60,21.596,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Kamarajar Port (Ennore),MR Tanker,5.57,1.36,2022-04-01,64.17442702924828,60,23.61433333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Kamarajar Port (Ennore),Panamax,4.39,1.07,2022-04-01,43.03465949795617,30,23.932666666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.43,1.47,2022-04-01,79.67241550024833,90,33.736111111111114,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.38,1.44,2022-04-01,78.91430200193258,90,35.138999999999996,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Paradip Port,Capesize,6.55,1.53,2022-04-01,81.90388469487901,90,29.60677777777778,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Paradip Port,MR Tanker,4.19,0.97,2022-04-01,39.3963631794907,30,30.66533333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.92,1.75,2022-04-01,88.4947767020962,90,17.410333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.13,1.29,2022-04-01,56.36767062161297,30,18.66033333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Visakhapatnam Port (Vizag),Capesize,4.02,0.9,2022-04-01,36.33773007286906,30,36.32533333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Visakhapatnam Port (Vizag),MR Tanker,5.36,1.25,2022-04-01,60.488305793832964,60,30.4355,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-04-01,Visakhapatnam Port (Vizag),Panamax,6.62,1.58,2022-04-01,83.20461435700592,90,27.19977777777778,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Chennai Port,MR Tanker,7.0,1.76,2022-05-01,90.0805642761621,93,18.355913978494623,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Chennai Port,Panamax,5.76,1.44,2022-05-01,67.7402929077873,62,19.60241935483871,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Chennai Port,Supramax,6.89,1.69,2022-05-01,87.93778370402157,62,22.321129032258067,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Kamarajar Port (Ennore),MR Tanker,5.73,1.42,2022-05-01,67.21985809986421,62,20.565483870967743,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Kamarajar Port (Ennore),Panamax,4.46,1.09,2022-05-01,44.21283864869887,31,23.0458064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.58,1.51,2022-05-01,82.37488675164923,93,32.615268817204296,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.58,1.51,2022-05-01,82.52398915963568,93,32.339354838709674,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Paradip Port,Capesize,6.78,1.63,2022-05-01,86.12022767494426,93,25.684516129032257,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Paradip Port,MR Tanker,4.58,1.15,2022-05-01,46.43263996978173,31,18.938064516129035,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.98,1.75,2022-05-01,89.57497579140366,93,19.291505376344084,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.21,1.31,2022-05-01,57.720602001511814,31,18.096774193548388,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Visakhapatnam Port (Vizag),Capesize,4.3,1.02,2022-05-01,41.38465766603447,31,28.279354838709676,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Visakhapatnam Port (Vizag),MR Tanker,5.35,1.22,2022-05-01,60.38927109143709,62,33.20548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-05-01,Visakhapatnam Port (Vizag),Panamax,6.79,1.64,2022-05-01,86.30245103871883,93,25.34731182795699,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Chennai Port,MR Tanker,6.63,1.58,2022-06-01,83.25036776154549,90,27.115111111111112,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Chennai Port,Panamax,5.49,1.31,2022-06-01,62.75336951581257,60,26.244000000000003,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Chennai Port,Supramax,6.57,1.55,2022-06-01,82.2832116413078,60,28.904833333333332,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Kamarajar Port (Ennore),MR Tanker,5.32,1.23,2022-06-01,59.7666989490081,60,31.770833333333332,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Kamarajar Port (Ennore),Panamax,4.22,0.99,2022-06-01,39.927030619544134,30,29.683333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.22,1.35,2022-06-01,75.95011785245103,90,40.62422222222222,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.19,1.34,2022-06-01,75.4375836514671,90,41.57266666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Paradip Port,Capesize,6.11,1.29,2022-06-01,74.0173067079251,90,44.20088888888889,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Paradip Port,MR Tanker,4.02,0.9,2022-06-01,36.39879465609314,30,36.212333333333326,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.59,1.56,2022-06-01,82.530502188022,90,28.447222222222223,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.94,1.19,2022-06-01,52.87311925126787,30,25.127,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Visakhapatnam Port (Vizag),Capesize,4.19,0.97,2022-06-01,39.40518962367353,30,30.649,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Visakhapatnam Port (Vizag),MR Tanker,5.16,1.15,2022-06-01,56.915757477953875,60,37.0465,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-06-01,Visakhapatnam Port (Vizag),Panamax,6.2,1.34,2022-06-01,75.62600121504343,90,41.224,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Chennai Port,MR Tanker,6.42,1.42,2022-07-01,79.58720630615028,93,37.773870967741935,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Chennai Port,Panamax,5.13,1.12,2022-07-01,56.424431202370876,62,40.542419354838714,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Chennai Port,Supramax,6.39,1.41,2022-07-01,79.07487741635425,62,38.721935483870965,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Kamarajar Port (Ennore),MR Tanker,5.04,1.07,2022-07-01,54.740753563005484,62,43.65806451612904,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Kamarajar Port (Ennore),Panamax,3.91,0.85,2022-07-01,34.415136964117245,31,41.17645161290323,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.61,1.01,2022-07-01,65.0,93,64.88548387096775,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.81,1.1,2022-07-01,68.54311075901624,93,58.210967741935484,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Paradip Port,Capesize,5.66,1.03,2022-07-01,65.91528250539992,93,63.07376344086021,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Paradip Port,MR Tanker,3.34,0.63,2022-07-01,24.183027796251626,31,60.11096774193548,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.51,1.47,2022-07-01,81.16440297800392,93,34.8552688172043,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.75,1.08,2022-07-01,49.4218850475719,31,33.453548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Visakhapatnam Port (Vizag),Capesize,3.58,0.71,2022-07-01,28.516294738255542,31,52.09225806451612,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Visakhapatnam Port (Vizag),MR Tanker,4.79,0.96,2022-07-01,50.20971965078259,62,52.042741935483875,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-07-01,Visakhapatnam Port (Vizag),Panamax,5.74,1.07,2022-07-01,67.31891374753587,93,60.476344086021506,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Chennai Port,MR Tanker,6.44,1.43,2022-08-01,79.83206895122235,93,37.32075268817204,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Chennai Port,Panamax,5.11,1.1,2022-08-01,55.90199170501848,62,41.5091935483871,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Chennai Port,Supramax,6.32,1.37,2022-08-01,77.77801767642998,62,41.12177419354839,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Kamarajar Port (Ennore),MR Tanker,4.98,1.04,2022-08-01,53.68550247951443,62,45.6108064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Kamarajar Port (Ennore),Panamax,3.79,0.8,2022-08-01,32.14635149263197,31,45.37483870967741,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.77,1.08,2022-08-01,67.77586672353178,93,59.630752688172045,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.82,1.11,2022-08-01,68.8431749970685,93,57.655698924731176,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Paradip Port,Capesize,5.61,1.01,2022-08-01,65.0,93,65.33741935483872,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Paradip Port,MR Tanker,3.42,0.65,2022-08-01,25.470561372309277,31,57.72838709677419,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.53,1.48,2022-08-01,81.49270718888602,93,34.24774193548387,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.84,1.13,2022-08-01,51.04951854332741,31,30.44161290322581,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Visakhapatnam Port (Vizag),Capesize,3.35,0.63,2022-08-01,24.35246763323078,31,59.79741935483871,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Visakhapatnam Port (Vizag),MR Tanker,4.84,0.98,2022-08-01,51.183998713412734,62,50.239838709677414,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-08-01,Visakhapatnam Port (Vizag),Panamax,5.67,1.04,2022-08-01,66.068219971425,93,62.79075268817204,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Chennai Port,MR Tanker,6.22,1.35,2022-09-01,76.0186879154224,90,40.49733333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Chennai Port,Panamax,5.05,1.1,2022-09-01,54.887836894070105,60,40.799166666666665,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Chennai Port,Supramax,6.39,1.44,2022-09-01,78.99392013109198,60,34.99166666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Kamarajar Port (Ennore),MR Tanker,4.87,1.01,2022-09-01,51.666364898850944,60,46.7605,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Kamarajar Port (Ennore),Panamax,3.96,0.87,2022-09-01,35.21857297678895,30,38.39633333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.77,1.12,2022-09-01,67.90514422091,90,55.51144444444444,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.57,1.03,2022-09-01,64.31500306050323,90,62.155,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Paradip Port,Capesize,5.49,0.99,2022-09-01,62.903225806451616,90,65.29177777777778,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Paradip Port,MR Tanker,3.68,0.76,2022-09-01,30.224246621418427,30,47.638333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.44,1.47,2022-09-01,79.90610611766043,90,33.303666666666665,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.62,1.04,2022-09-01,47.15610526198887,30,35.70633333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Visakhapatnam Port (Vizag),Capesize,3.63,0.74,2022-09-01,29.3457452279559,30,49.264,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Visakhapatnam Port (Vizag),MR Tanker,4.7,0.93,2022-09-01,48.52460109854817,60,52.574333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-09-01,Visakhapatnam Port (Vizag),Panamax,5.6,1.04,2022-09-01,64.86188233681085,90,61.143,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Chennai Port,MR Tanker,6.26,1.34,2022-10-01,76.75641051118683,93,43.012258064516125,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Chennai Port,Panamax,5.08,1.09,2022-10-01,55.50131530039237,62,42.25064516129032,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Chennai Port,Supramax,6.18,1.29,2022-10-01,75.31652053850391,62,45.67677419354839,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Kamarajar Port (Ennore),MR Tanker,4.84,0.98,2022-10-01,51.1668281126489,62,50.27161290322581,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Kamarajar Port (Ennore),Panamax,3.7,0.76,2022-10-01,30.592978666169795,31,48.24935483870968,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.65,1.03,2022-10-01,65.72207692996929,93,63.431290322580644,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.65,1.03,2022-10-01,65.61841414904652,93,63.62311827956989,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Paradip Port,Capesize,5.61,1.01,2022-10-01,65.0,93,74.82698924731183,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Paradip Port,MR Tanker,3.2,0.58,2022-10-01,21.666666666666668,31,65.16806451612904,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.31,1.36,2022-10-01,77.66752733005966,93,41.32623655913979,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.64,1.03,2022-10-01,47.495117024803804,31,37.01903225806451,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Visakhapatnam Port (Vizag),Capesize,3.42,0.65,2022-10-01,25.49618653284007,31,57.68096774193548,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Visakhapatnam Port (Vizag),MR Tanker,4.63,0.89,2022-10-01,47.352078449548785,62,57.3308064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-10-01,Visakhapatnam Port (Vizag),Panamax,5.61,1.01,2022-10-01,65.0,93,73.00193548387097,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Chennai Port,MR Tanker,6.38,1.44,2022-11-01,78.85023522680959,90,35.257555555555555,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Chennai Port,Panamax,5.26,1.2,2022-11-01,58.76282602184659,60,33.6285,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Chennai Port,Supramax,6.29,1.39,2022-11-01,77.2392590538481,60,38.23866666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Kamarajar Port (Ennore),MR Tanker,5.08,1.11,2022-11-01,55.43291485523838,60,39.790499999999994,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Kamarajar Port (Ennore),Panamax,3.95,0.87,2022-11-01,35.168316284401,30,38.489333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.86,1.17,2022-11-01,69.5416990688503,90,52.483000000000004,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.84,1.16,2022-11-01,69.163843196452,90,53.182222222222215,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Paradip Port,Capesize,5.49,0.99,2022-11-01,62.903225806451616,90,70.18611111111112,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Paradip Port,MR Tanker,3.65,0.75,2022-11-01,29.739872980446368,30,48.534666666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.52,1.52,2022-11-01,81.32572257898464,90,30.67666666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.85,1.15,2022-11-01,51.31245981453232,30,28.015,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Visakhapatnam Port (Vizag),Capesize,3.67,0.76,2022-11-01,30.013853013141983,30,48.02766666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Visakhapatnam Port (Vizag),MR Tanker,4.88,1.02,2022-11-01,51.823619710516475,60,46.469500000000004,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-11-01,Visakhapatnam Port (Vizag),Panamax,5.58,1.03,2022-11-01,64.40350767768345,90,61.99122222222222,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-12-01,Chennai Port,MR Tanker,6.42,1.42,2022-12-01,79.57279578503547,93,37.8005376344086,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-12-01,Chennai Port,Panamax,5.19,1.14,2022-12-01,57.48691659988934,62,38.57629032258065,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-12-01,Chennai Port,Supramax,6.64,1.55,2022-12-01,83.60137898725878,62,30.345645161290324,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2022-12-01,Kamarajar Port (Ennore),MR Tanker,5.14,1.12,2022-12-01,56.59788041820859,62,40.22145161290322,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
