timestamp,origin_port,destination_port,vessel_type,cargo_type,freight_rate,currency,unit,fuel_price_vlsfo_usd,dest_port_wait_hours,origin_port_std,destination_port_std,cargo_type_std,date,source_type
2021-01-30,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,11.5099,USD,USD/Tonne,456.45,50.46,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-30,Hay Point,Chennai Port,Supramax,Coking Coal,11.5654,USD,USD/Tonne,456.45,30.15,HAY POINT,CHENNAI,COKING_COAL,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-30,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,17.8028,USD,USD/Tonne,456.45,52.93,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-30,Hay Point,Paradip Port,Capesize,Coking Coal,9.2415,USD,USD/Tonne,456.45,68.02,HAY POINT,PARADIP,COKING_COAL,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-30,Hay Point,Visakhapatnam Port (Vizag),Panamax,Coking Coal,12.0306,USD,USD/Tonne,456.45,51.88,HAY POINT,VISAKHAPATNAM,COKING_COAL,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-30,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,7.2316,USD,USD/Tonne,456.45,28.45,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-30,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,4.626,USD,USD/Tonne,456.45,32.44,DUMAI,TUTICORIN,PALM_OIL,2021-01-30,HISTORICAL_TRAINING_SERIES
2021-01-31,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,7.6001,USD,USD/Tonne,460.17,21.95,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Mina Al Ahmadi,Visakhapatnam Port (Vizag),MR Tanker,POL/Crude,12.7736,USD,USD/Tonne,460.17,24.59,MINA AL AHMADI,VISAKHAPATNAM,POL_CRUDE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Port Hedland,Chennai Port,Panamax,Iron Ore,10.0067,USD,USD/Tonne,460.17,53.07,PORT HEDLAND,CHENNAI,IRON_ORE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Port Hedland,Kamarajar Port (Ennore),Panamax,Iron Ore,8.972,USD,USD/Tonne,460.17,26.16,PORT HEDLAND,KAMARAJAR,IRON_ORE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Port Hedland,Paradip Port,Capesize,Iron Ore,5.8211,USD,USD/Tonne,460.17,37.68,PORT HEDLAND,PARADIP,IRON_ORE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,6.4702,USD,USD/Tonne,460.17,30.29,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,11.7398,USD,USD/Tonne,460.17,54.06,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,21.389,USD,USD/Tonne,460.17,39.53,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Richards Bay,Paradip Port,Capesize,Thermal Coal,8.8772,USD,USD/Tonne,460.17,44.86,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Santos,Chennai Port,Panamax,Grain,12.9468,USD,USD/Tonne,460.17,16.09,SANTOS,CHENNAI,GRAIN,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,17.8534,USD,USD/Tonne,460.17,29.65,SANTOS,KOLKATA_HALDIA,GRAIN,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,18.2369,USD,USD/Tonne,460.17,34.67,SANTOS,TUTICORIN,GRAIN,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,8.5278,USD,USD/Tonne,460.17,31.88,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Richards Bay,Chennai Port,Supramax,Coking Coal,10.064,USD,USD/Tonne,460.17,20.95,RICHARDS BAY,CHENNAI,COKING_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,12.7384,USD,USD/Tonne,460.17,35.43,SANTOS,VISAKHAPATNAM,GRAIN,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,13.1563,USD,USD/Tonne,460.17,55.45,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,6.975,USD,USD/Tonne,460.17,29.07,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Mina Al Ahmadi,Kamarajar Port (Ennore),MR Tanker,POL/Crude,10.216,USD,USD/Tonne,460.17,46.04,MINA AL AHMADI,KAMARAJAR,POL_CRUDE,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Belawan,Chennai Port,MR Tanker,Palm Oil,6.2489,USD,USD/Tonne,460.17,29.28,BELAWAN,CHENNAI,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,7.4827,USD,USD/Tonne,460.17,28.64,BELAWAN,KAMARAJAR,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,19.2356,USD,USD/Tonne,460.17,52.31,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Dumai,Chennai Port,MR Tanker,Palm Oil,5.9397,USD,USD/Tonne,460.17,23.29,DUMAI,CHENNAI,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Dumai,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,14.5353,USD,USD/Tonne,460.17,41.89,DUMAI,KOLKATA_HALDIA,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,5.2343,USD,USD/Tonne,460.17,19.78,BELAWAN,TUTICORIN,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,11.5174,USD,USD/Tonne,460.17,45.26,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Hay Point,Chennai Port,Supramax,Coking Coal,11.6676,USD,USD/Tonne,460.17,32.34,HAY POINT,CHENNAI,COKING_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,19.3211,USD,USD/Tonne,460.17,49.46,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Hay Point,Paradip Port,Capesize,Coking Coal,8.3118,USD,USD/Tonne,460.17,60.83,HAY POINT,PARADIP,COKING_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Hay Point,Visakhapatnam Port (Vizag),Panamax,Coking Coal,11.1953,USD,USD/Tonne,460.17,45.85,HAY POINT,VISAKHAPATNAM,COKING_COAL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-01-31,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,5.3278,USD,USD/Tonne,460.17,35.84,DUMAI,TUTICORIN,PALM_OIL,2021-01-31,HISTORICAL_TRAINING_SERIES
2021-02-01,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,8.3548,USD,USD/Tonne,477.43,44.24,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Mina Al Ahmadi,Visakhapatnam Port (Vizag),MR Tanker,POL/Crude,13.2677,USD,USD/Tonne,477.43,23.43,MINA AL AHMADI,VISAKHAPATNAM,POL_CRUDE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Port Hedland,Chennai Port,Panamax,Iron Ore,12.3954,USD,USD/Tonne,477.43,47.72,PORT HEDLAND,CHENNAI,IRON_ORE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Port Hedland,Kamarajar Port (Ennore),Panamax,Iron Ore,9.0999,USD,USD/Tonne,477.43,20.55,PORT HEDLAND,KAMARAJAR,IRON_ORE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Port Hedland,Paradip Port,Capesize,Iron Ore,6.0156,USD,USD/Tonne,477.43,28.22,PORT HEDLAND,PARADIP,IRON_ORE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Richards Bay,Chennai Port,Supramax,Coking Coal,11.4766,USD,USD/Tonne,477.43,19.7,RICHARDS BAY,CHENNAI,COKING_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,9.6983,USD,USD/Tonne,477.43,17.65,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Richards Bay,Paradip Port,Capesize,Thermal Coal,9.9847,USD,USD/Tonne,477.43,41.6,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,12.1392,USD,USD/Tonne,477.43,47.37,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Santos,Chennai Port,Panamax,Grain,14.7598,USD,USD/Tonne,477.43,19.88,SANTOS,CHENNAI,GRAIN,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,23.1146,USD,USD/Tonne,477.43,32.91,SANTOS,KOLKATA_HALDIA,GRAIN,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,19.3562,USD,USD/Tonne,477.43,32.46,SANTOS,TUTICORIN,GRAIN,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,24.7135,USD,USD/Tonne,477.43,44.79,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,12.2379,USD,USD/Tonne,477.43,42.94,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,12.6373,USD,USD/Tonne,477.43,30.86,SANTOS,VISAKHAPATNAM,GRAIN,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Mina Al Ahmadi,Kamarajar Port (Ennore),MR Tanker,POL/Crude,10.8856,USD,USD/Tonne,477.43,39.59,MINA AL AHMADI,KAMARAJAR,POL_CRUDE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Belawan,Chennai Port,MR Tanker,Palm Oil,6.9868,USD,USD/Tonne,477.43,24.65,BELAWAN,CHENNAI,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,7.8138,USD,USD/Tonne,477.43,31.32,BELAWAN,KAMARAJAR,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,22.6103,USD,USD/Tonne,477.43,50.14,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,6.5372,USD,USD/Tonne,477.43,25.09,BELAWAN,TUTICORIN,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Dumai,Chennai Port,MR Tanker,Palm Oil,5.8716,USD,USD/Tonne,477.43,20.63,DUMAI,CHENNAI,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Dumai,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,17.3463,USD,USD/Tonne,477.43,41.72,DUMAI,KOLKATA_HALDIA,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,13.6935,USD,USD/Tonne,477.43,51.34,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,12.2903,USD,USD/Tonne,477.43,36.88,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Hay Point,Chennai Port,Supramax,Coking Coal,12.7716,USD,USD/Tonne,477.43,23.05,HAY POINT,CHENNAI,COKING_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,20.4945,USD,USD/Tonne,477.43,42.24,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Hay Point,Paradip Port,Capesize,Coking Coal,8.703,USD,USD/Tonne,477.43,53.17,HAY POINT,PARADIP,COKING_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Hay Point,Visakhapatnam Port (Vizag),Panamax,Coking Coal,13.0417,USD,USD/Tonne,477.43,42.15,HAY POINT,VISAKHAPATNAM,COKING_COAL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,7.8133,USD,USD/Tonne,477.43,26.0,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-01,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,5.9025,USD,USD/Tonne,477.43,30.34,DUMAI,TUTICORIN,PALM_OIL,2021-02-01,HISTORICAL_TRAINING_SERIES
2021-02-02,Mina Al Ahmadi,Visakhapatnam Port (Vizag),MR Tanker,POL/Crude,14.8463,USD,USD/Tonne,473.62,27.17,MINA AL AHMADI,VISAKHAPATNAM,POL_CRUDE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Port Hedland,Kamarajar Port (Ennore),Panamax,Iron Ore,8.8019,USD,USD/Tonne,473.62,26.25,PORT HEDLAND,KAMARAJAR,IRON_ORE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Port Hedland,Paradip Port,Capesize,Iron Ore,6.664,USD,USD/Tonne,473.62,29.14,PORT HEDLAND,PARADIP,IRON_ORE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,8.2919,USD,USD/Tonne,473.62,47.27,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Richards Bay,Chennai Port,Supramax,Coking Coal,11.1363,USD,USD/Tonne,473.62,22.27,RICHARDS BAY,CHENNAI,COKING_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,11.3931,USD,USD/Tonne,473.62,40.23,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Richards Bay,Paradip Port,Capesize,Thermal Coal,8.2548,USD,USD/Tonne,473.62,33.79,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,9.1441,USD,USD/Tonne,473.62,15.58,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Santos,Chennai Port,Panamax,Grain,14.1706,USD,USD/Tonne,473.62,19.73,SANTOS,CHENNAI,GRAIN,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,23.3511,USD,USD/Tonne,473.62,35.04,SANTOS,KOLKATA_HALDIA,GRAIN,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,19.3492,USD,USD/Tonne,473.62,28.28,SANTOS,TUTICORIN,GRAIN,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,17.4811,USD,USD/Tonne,473.62,60.9,SANTOS,VISAKHAPATNAM,GRAIN,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,24.5199,USD,USD/Tonne,473.62,40.37,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,10.6141,USD,USD/Tonne,473.62,39.2,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Port Hedland,Chennai Port,Panamax,Iron Ore,9.8064,USD,USD/Tonne,473.62,42.42,PORT HEDLAND,CHENNAI,IRON_ORE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Mina Al Ahmadi,Kamarajar Port (Ennore),MR Tanker,POL/Crude,10.6594,USD,USD/Tonne,473.62,40.51,MINA AL AHMADI,KAMARAJAR,POL_CRUDE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Belawan,Chennai Port,MR Tanker,Palm Oil,6.4802,USD,USD/Tonne,473.62,21.38,BELAWAN,CHENNAI,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,6.8009,USD,USD/Tonne,473.62,33.18,BELAWAN,KAMARAJAR,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,20.8908,USD,USD/Tonne,473.62,46.74,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,6.766,USD,USD/Tonne,473.62,23.46,BELAWAN,TUTICORIN,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Dumai,Chennai Port,MR Tanker,Palm Oil,6.124,USD,USD/Tonne,473.62,23.77,DUMAI,CHENNAI,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Dumai,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,15.9781,USD,USD/Tonne,473.62,37.98,DUMAI,KOLKATA_HALDIA,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,15.1477,USD,USD/Tonne,473.62,53.69,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Dumai,Visakhapatnam Port (Vizag),MR Tanker,Palm Oil,10.8163,USD,USD/Tonne,473.62,34.3,DUMAI,VISAKHAPATNAM,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Hay Point,Chennai Port,Supramax,Coking Coal,12.305,USD,USD/Tonne,473.62,23.18,HAY POINT,CHENNAI,COKING_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Hay Point,Kolkata / Haldia Dock Complex (HDC),Handysize,Coking Coal,20.4597,USD,USD/Tonne,473.62,42.01,HAY POINT,KOLKATA_HALDIA,COKING_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Hay Point,Paradip Port,Capesize,Coking Coal,8.8407,USD,USD/Tonne,473.62,48.23,HAY POINT,PARADIP,COKING_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Hay Point,Visakhapatnam Port (Vizag),Panamax,Coking Coal,13.325,USD,USD/Tonne,473.62,44.09,HAY POINT,VISAKHAPATNAM,COKING_COAL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,8.0903,USD,USD/Tonne,473.62,26.17,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-02,Dumai,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,5.8253,USD,USD/Tonne,473.62,30.85,DUMAI,TUTICORIN,PALM_OIL,2021-02-02,HISTORICAL_TRAINING_SERIES
2021-02-03,Mina Al Ahmadi,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,POL/Crude,9.4225,USD,USD/Tonne,469.12,17.4,MINA AL AHMADI,TUTICORIN,POL_CRUDE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Mina Al Ahmadi,Visakhapatnam Port (Vizag),MR Tanker,POL/Crude,13.3892,USD,USD/Tonne,469.12,23.3,MINA AL AHMADI,VISAKHAPATNAM,POL_CRUDE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Port Hedland,Chennai Port,Panamax,Iron Ore,9.4367,USD,USD/Tonne,469.12,41.44,PORT HEDLAND,CHENNAI,IRON_ORE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Port Hedland,Kamarajar Port (Ennore),Panamax,Iron Ore,8.363,USD,USD/Tonne,469.12,30.79,PORT HEDLAND,KAMARAJAR,IRON_ORE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Port Hedland,Paradip Port,Capesize,Iron Ore,6.3225,USD,USD/Tonne,469.12,29.32,PORT HEDLAND,PARADIP,IRON_ORE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Port Hedland,Visakhapatnam Port (Vizag),Capesize,Iron Ore,8.6898,USD,USD/Tonne,469.12,41.16,PORT HEDLAND,VISAKHAPATNAM,IRON_ORE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Richards Bay,Visakhapatnam Port (Vizag),Panamax,Thermal Coal,11.2371,USD,USD/Tonne,469.12,38.54,RICHARDS BAY,VISAKHAPATNAM,THERMAL_COAL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Richards Bay,Kolkata / Haldia Dock Complex (HDC),Handysize,Thermal Coal,23.5475,USD,USD/Tonne,469.12,33.08,RICHARDS BAY,KOLKATA_HALDIA,THERMAL_COAL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Richards Bay,Paradip Port,Capesize,Thermal Coal,8.0985,USD,USD/Tonne,469.12,35.01,RICHARDS BAY,PARADIP,THERMAL_COAL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Santos,Chennai Port,Panamax,Grain,14.8113,USD,USD/Tonne,469.12,19.45,SANTOS,CHENNAI,GRAIN,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Santos,Kolkata / Haldia Dock Complex (HDC),Handysize,Grain,22.5681,USD,USD/Tonne,469.12,32.0,SANTOS,KOLKATA_HALDIA,GRAIN,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Santos,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,Grain,18.404,USD,USD/Tonne,469.12,29.76,SANTOS,TUTICORIN,GRAIN,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Mina Al Ahmadi,Paradip Port,MR Tanker,POL/Crude,10.4146,USD,USD/Tonne,469.12,34.38,MINA AL AHMADI,PARADIP,POL_CRUDE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Richards Bay,Chennai Port,Supramax,Coking Coal,11.0076,USD,USD/Tonne,469.12,25.21,RICHARDS BAY,CHENNAI,COKING_COAL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Santos,Visakhapatnam Port (Vizag),Panamax,Grain,16.202,USD,USD/Tonne,469.12,49.62,SANTOS,VISAKHAPATNAM,GRAIN,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Mina Al Ahmadi,Kolkata / Haldia Dock Complex (HDC),MR Tanker,POL/Crude,13.5081,USD,USD/Tonne,469.12,45.83,MINA AL AHMADI,KOLKATA_HALDIA,POL_CRUDE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Mina Al Ahmadi,Chennai Port,MR Tanker,POL/Crude,7.5825,USD,USD/Tonne,469.12,24.83,MINA AL AHMADI,CHENNAI,POL_CRUDE,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Belawan,Chennai Port,MR Tanker,Palm Oil,6.6511,USD,USD/Tonne,469.12,21.66,BELAWAN,CHENNAI,PALM_OIL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Belawan,Kamarajar Port (Ennore),MR Tanker,Palm Oil,6.8861,USD,USD/Tonne,469.12,31.66,BELAWAN,KAMARAJAR,PALM_OIL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Belawan,Kolkata / Haldia Dock Complex (HDC),MR Tanker,Palm Oil,21.6307,USD,USD/Tonne,469.12,47.81,BELAWAN,KOLKATA_HALDIA,PALM_OIL,2021-02-03,HISTORICAL_TRAINING_SERIES
2021-02-03,Belawan,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,Palm Oil,7.5986,USD,USD/Tonne,469.12,22.31,BELAWAN,TUTICORIN,PALM_OIL,2021-02-03,HISTORICAL_TRAINING_SERIES
